time_s,drive_on,power_W,candidate_residual_device_N,thermal_lag_force_N,device_measured_force_N,dummy_load_measured_force_N
512.0,0.0,0.0,0.0,9.329941858596857e-09,9.803839081688757e-09,9.870620734577274e-09
513.0,0.0,0.0,0.0,9.213317585364397e-09,9.04642001891121e-09,7.366874394178798e-09
514.0,0.0,0.0,0.0,9.098151115547343e-09,8.218175706487924e-09,1.0181445772989416e-08
515.0,0.0,0.0,0.0,8.984424226603e-09,3.0731865779128594e-09,6.098586049729734e-09
516.0,0.0,0.0,0.0,8.872118923770462e-09,6.377483984382125e-09,8.574092716510175e-09
517.0,0.0,0.0,0.0,8.761217437223332e-09,1.1002898740029665e-08,9.730375139076704e-09
518.0,0.0,0.0,0.0,8.651702219258042e-09,7.32245021913178e-09,9.106606980912907e-09
519.0,0.0,0.0,0.0,8.543555941517316e-09,9.264739296830998e-09,1.1522090100836405e-08
520.0,0.0,0.0,0.0,8.43676149224835e-09,5.6553906322978366e-09,6.066206708402194e-09
521.0,0.0,0.0,0.0,8.331301973595246e-09,1.1208712938313708e-08,4.739873273538546e-09
522.0,0.0,0.0,0.0,8.227160698925304e-09,7.93910537881595e-09,5.415774412042534e-09
523.0,0.0,0.0,0.0,8.124321190188738e-09,8.704401983155809e-09,8.63277420426674e-09
524.0,0.0,0.0,0.0,8.022767175311379e-09,1.267432675907475e-08,8.216336326318998e-09
525.0,0.0,0.0,0.0,7.922482585619986e-09,1.0955362786798794e-08,7.334747646352819e-09
526.0,0.0,0.0,0.0,7.823451553299737e-09,7.210320310725621e-09,4.795192299755503e-09
527.0,0.0,0.0,0.0,7.72565840888349e-09,6.539218039142772e-09,8.486827154653264e-09
528.0,0.0,0.0,0.0,7.629087678772446e-09,6.977997655733382e-09,4.416769355594121e-09
529.0,0.0,0.0,0.0,7.53372408278779e-09,8.553520579740862e-09,9.098250839262811e-09
530.0,0.0,0.0,0.0,7.439552531752944e-09,7.229104263251202e-09,1.241047412485738e-08
531.0,0.0,0.0,0.0,7.346558125106032e-09,6.556069835099088e-09,7.34480460573853e-09
532.0,0.0,0.0,0.0,7.2547261485422065e-09,1.018908864996029e-08,7.695469805003471e-09
533.0,0.0,0.0,0.0,7.16404207168543e-09,6.935622288129756e-09,5.461918326725768e-09
534.0,0.0,0.0,0.0,7.074491545789362e-09,1.1673669731864001e-08,2.7466157490367925e-09
535.0,0.0,0.0,0.0,6.986060401466994e-09,7.16754552897134e-09,5.0820156352598496e-09
536.0,0.0,0.0,0.0,6.898734646448657e-09,1.0469371434898113e-08,4.023070699606293e-09
537.0,0.0,0.0,0.0,6.812500463368049e-09,7.527139308789303e-09,3.237241264201213e-09
538.0,0.0,0.0,0.0,6.727344207575948e-09,8.653265354074843e-09,9.499329670809652e-09
539.0,0.0,0.0,0.0,6.643252404981249e-09,5.1940303019458e-09,6.52465220053467e-09
540.0,0.0,0.0,0.0,6.560211749918983e-09,4.852693304744159e-09,6.663565736155052e-09
541.0,0.0,0.0,0.0,6.478209103044996e-09,7.39762101307497e-09,5.212343462347997e-09
542.0,0.0,0.0,0.0,6.3972314892569326e-09,8.374337974187562e-09,5.411766175444367e-09
543.0,0.0,0.0,0.0,6.3172660956412214e-09,6.397779099642147e-09,7.614640850555767e-09
544.0,0.0,0.0,0.0,6.238300269445706e-09,3.6655135992783114e-09,5.549796005110704e-09
545.0,0.0,0.0,0.0,6.160321516077635e-09,3.439804783498981e-09,6.6056772405193375e-09
546.0,0.0,0.0,0.0,6.083317497126665e-09,3.2290446927541825e-09,5.082977151723967e-09
547.0,0.0,0.0,0.0,6.007276028412582e-09,2.4720318025338196e-09,4.7222426441072295e-09
548.0,0.0,0.0,0.0,5.932185078057425e-09,6.1511557969515995e-09,2.5251382390479584e-09
549.0,0.0,0.0,0.0,5.858032764581707e-09,8.108120607997757e-09,1.3167313633892796e-09
550.0,0.0,0.0,0.0,5.784807355024435e-09,5.7579757811748176e-09,4.6832028173891875e-09
551.0,0.0,0.0,0.0,5.71249726308663e-09,1.1916677484109248e-09,5.254240920764432e-09
552.0,0.0,0.0,0.0,5.641091047298047e-09,5.259570126628949e-09,2.50472186915066e-09
553.0,0.0,0.0,0.0,5.570577409206821e-09,5.244979415941607e-09,4.944569938216873e-09
554.0,0.0,0.0,0.0,5.500945191591736e-09,9.692942692042615e-09,5.058355798413567e-09
555.0,0.0,0.0,0.0,5.43218337669684e-09,2.5179075508577272e-09,5.769490269083973e-10
556.0,0.0,0.0,0.0,5.36428108448813e-09,4.582925879289738e-09,2.9976036570803145e-09
557.0,0.0,0.0,0.0,5.297227570932028e-09,8.708932932021156e-09,5.582032601309762e-09
558.0,0.0,0.0,0.0,5.231012226295377e-09,6.130968908988473e-09,5.4820284624573275e-09
559.0,0.0,0.0,0.0,5.165624573466685e-09,6.292250720499534e-09,2.341712283320495e-09
560.0,0.0,0.0,0.0,5.101054266298351e-09,5.330223140346108e-09,4.907844940667986e-09
561.0,0.0,0.0,0.0,5.037291087969622e-09,5.6971781652841506e-09,6.5783764298936045e-09
562.0,0.0,0.0,0.0,4.974324949370002e-09,6.529544009927074e-09,6.031038372414798e-09
563.0,0.0,0.0,0.0,4.9121458875028765e-09,3.2931732497173436e-09,4.23035972472472e-09
564.0,0.0,0.0,0.0,4.85074406390909e-09,6.60686122172549e-09,3.4297170308695966e-09
565.0,0.0,0.0,0.0,4.790109763110227e-09,2.0441037293391483e-09,3.052409818130195e-09
566.0,0.0,0.0,0.0,4.730233391071349e-09,5.386969336734425e-09,5.192849617783528e-09
567.0,0.0,0.0,0.0,4.6711054736829575e-09,5.028587400255612e-09,4.594202872600438e-09
568.0,0.0,0.0,0.0,4.61271665526192e-09,3.3801304788777046e-09,5.410253001940129e-09
569.0,0.0,0.0,0.0,4.5550576970711465e-09,4.509687146419853e-09,4.363299553606336e-09
570.0,0.0,0.0,0.0,4.498119475857758e-09,3.253039170526652e-09,5.685835428966867e-09
571.0,0.0,0.0,0.0,4.441892982409535e-09,2.2984903286860464e-09,4.186888750083982e-09
572.0,0.0,0.0,0.0,4.386369320129417e-09,3.679139836902128e-09,5.517109820379849e-09
573.0,0.0,0.0,0.0,4.331539703627798e-09,2.123562432884475e-09,5.640031273998297e-09
574.0,0.0,0.0,0.0,4.277395457332451e-09,4.922990385518948e-09,2.240602651149579e-09
575.0,0.0,0.0,0.0,4.2239280141157955e-09,1.9237570258110682e-09,1.8524711896272414e-10
576.0,0.0,0.0,0.0,4.1711289139393486e-09,5.595082959921451e-09,6.8410017345745204e-09
577.0,0.0,0.0,0.0,4.118989802515107e-09,1.7560316666574665e-09,4.220408283688119e-09
578.0,0.0,0.0,0.0,4.067502429983668e-09,2.9349125988216553e-09,2.3178039599305845e-10
579.0,0.0,0.0,0.0,4.016658649608872e-09,2.767451833178514e-09,2.1873537902105626e-09
580.0,0.0,0.0,0.0,3.966450416488761e-09,6.616743874238439e-09,5.113553959579542e-09
581.0,0.0,0.0,0.0,3.916869786282652e-09,4.577449677515835e-09,2.9658291453886005e-09
582.0,0.0,0.0,0.0,3.8679089139541186e-09,3.44444130886533e-09,2.456995183920453e-09
583.0,0.0,0.0,0.0,3.819560052529692e-09,4.816998934669139e-09,6.239367767902656e-09
584.0,0.0,0.0,0.0,3.77181555187307e-09,-4.4256914278630614e-10,1.300059703918142e-09
585.0,0.0,0.0,0.0,3.724667857474657e-09,3.6384006781928423e-09,1.7558943562175235e-09
586.0,0.0,0.0,0.0,3.6781095092562235e-09,7.67313786486575e-09,3.7330715084271365e-09
587.0,0.0,0.0,0.0,3.632133140390521e-09,3.896826153195866e-09,4.049829690459234e-09
588.0,0.0,0.0,0.0,3.5867314761356393e-09,3.7225578144743105e-09,4.220744397203539e-09
589.0,0.0,0.0,0.0,3.541897332683944e-09,4.638154091968336e-09,5.010183688553444e-09
590.0,0.0,0.0,0.0,3.497623616025395e-09,5.288834102654086e-09,3.545018495785889e-09
591.0,0.0,0.0,0.0,3.4539033208250772e-09,-5.410300649546423e-10,4.0872808666193884e-09
592.0,0.0,0.0,0.0,3.410729529314764e-09,4.607656573271019e-11,2.551238057753121e-09
593.0,0.0,0.0,0.0,3.3680954101983294e-09,3.788677992370623e-09,3.156682475651925e-09
594.0,0.0,0.0,0.0,3.3259942175708503e-09,1.8962410937758307e-09,3.208463155921034e-09
595.0,0.0,0.0,0.0,3.284419289851215e-09,5.908469814291044e-09,3.3861736325041656e-09
596.0,0.0,0.0,0.0,3.243364048728075e-09,2.613015268957627e-09,4.464107259020789e-09
597.0,0.0,0.0,0.0,3.2028219981189745e-09,-6.662394733072611e-10,3.992831162196739e-09
598.0,0.0,0.0,0.0,3.162786723142487e-09,6.267588894544928e-10,2.9349420566286044e-09
599.0,0.0,0.0,0.0,3.123251889103206e-09,-2.376100150157945e-09,1.1926747303108056e-09
600.0,0.0,0.0,0.0,3.0842112404894157e-09,2.6159601659235905e-09,2.911132632565893e-09
